"","RecordType","Survey","Quarter","Country","Ship","Gear","SweepLngt","GearEx","DoorType","StNo","HaulNo","Year","SpecCodeType","SpecCode","AreaType","AreaCode","LngtCode","LngtClass","Sex","Maturity","PlusGr","Age","CANoAtLngt","IndWgt","FishID","GenSamp","StomSamp","AgeSource","AgePrepMet","OtGrading","ParSamp","MaturityScale","DateofCalculation","Valid_Aphia","LngtClassCm"
"13232","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG12",121,2009,"W",127146,0,"30E1",".",140,"M",NA,NA,2,1,20,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,14
"13233","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG12",121,2009,"W",127146,0,"30E1",".",150,"M",NA,NA,2,1,25,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,15
"13234","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG12",121,2009,"W",127146,0,"30E1",".",160,"F",NA,NA,2,1,24,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,16
"13235","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG12",121,2009,"W",127146,0,"30E1",".",190,"M",NA,NA,2,1,52,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,19
"13236","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG12",121,2009,"W",127146,0,"30E1",".",200,"M",NA,NA,2,1,63,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,20
"13237","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG12",121,2009,"W",127146,0,"30E1",".",230,"F",NA,NA,3,1,82,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,23
"13238","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG12",121,2009,"W",127146,0,"30E1",".",240,"M",NA,NA,3,1,106,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,24
"13239","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG12",121,2009,"W",127146,0,"30E1",".",250,"M",NA,NA,4,1,121,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,25
"13240","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG12",121,2009,"W",127146,0,"30E1",".",250,"F",NA,NA,4,1,114,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,25
"13241","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG12",121,2009,"W",127146,0,"30E1",".",260,"M",NA,NA,4,1,133,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,26
"13242","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG12",121,2009,"W",127146,0,"30E1",".",290,"F",NA,NA,5,1,179,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,29
"13243","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG12",121,2009,"W",127146,0,"30E1",".",310,"F",NA,NA,5,1,201,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,31
"13244","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG12",121,2009,"W",127146,0,"30E1",".",330,"F",NA,NA,6,1,241,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,33
"13245","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG12",121,2009,"W",127146,0,"30E1",".",350,"F",NA,NA,6,1,338,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,35
"13246","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG63",113,2009,"W",127146,0,"30D9",".",170,"M",NA,NA,2,1,34,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,17
"13247","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG63",113,2009,"W",127146,0,"30D9",".",200,"M",NA,NA,2,1,57,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,20
"13248","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG63",113,2009,"W",127146,0,"30D9",".",210,"M",NA,NA,4,1,63,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,21
"13249","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG63",113,2009,"W",127146,0,"30D9",".",220,"M",NA,NA,3,1,75,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,22
"13250","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG63",113,2009,"W",127146,0,"30D9",".",220,"F",NA,NA,3,1,84,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,22
"13251","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG63",113,2009,"W",127146,0,"30D9",".",230,"M",NA,NA,4,1,91,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,23
"13252","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG63",113,2009,"W",127146,0,"30D9",".",240,"M",NA,NA,5,1,90,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,24
"13253","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG63",113,2009,"W",127146,0,"30D9",".",260,"M",NA,NA,6,1,129,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,26
"13254","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG63",113,2009,"W",127146,0,"30D9",".",270,"M",NA,NA,5,1,134,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,27
"13255","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG63",113,2009,"W",127146,0,"30D9",".",270,"F",NA,NA,4,1,139,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,27
"13256","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG63",113,2009,"W",127146,0,"30D9",".",280,"F",NA,NA,4,1,165,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,28
"13257","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG63",113,2009,"W",127146,0,"30D9",".",350,"F",NA,NA,7,1,385,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,35
"13258","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG14",105,2009,"W",127146,0,"30E1",".",110,"M",NA,NA,2,1,10,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,11
"13259","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG14",105,2009,"W",127146,0,"30E1",".",200,"F",NA,NA,2,1,63,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,20
"13260","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG14",105,2009,"W",127146,0,"30E1",".",230,"F",NA,NA,3,1,105,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,23
"13261","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG14",105,2009,"W",127146,0,"30E1",".",240,"M",NA,NA,3,1,96,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,24
"13262","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG14",105,2009,"W",127146,0,"30E1",".",240,"F",NA,NA,3,1,86,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,24
"13263","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG14",105,2009,"W",127146,0,"30E1",".",250,"F",NA,NA,3,1,113,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,25
"13264","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG14",105,2009,"W",127146,0,"30E1",".",290,"F",NA,NA,4,1,172,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,29
"13265","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG14",105,2009,"W",127146,0,"30E1",".",300,"F",NA,NA,5,1,226,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,30
"13266","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","CC431",118,2009,"W",127146,0,"29E0",".",240,"M",NA,NA,3,1,108,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,24
"13267","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","CC431",118,2009,"W",127146,0,"29E0",".",250,"M",NA,NA,3,1,126,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,25
"13268","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","CC431",118,2009,"W",127146,0,"29E0",".",250,"F",NA,NA,3,1,107,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,25
"13269","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","CC431",118,2009,"W",127146,0,"29E0",".",270,"M",NA,NA,4,1,155,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,27
"13270","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","CC431",118,2009,"W",127146,0,"29E0",".",290,"F",NA,NA,4,1,187,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,29
"13271","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","CC431",118,2009,"W",127146,0,"29E0",".",300,"F",NA,NA,4,1,208,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,30
"13272","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","CC431",118,2009,"W",127146,0,"29E0",".",320,"M",NA,NA,7,1,237,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,32
"13273","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","MB29",117,2009,"W",127146,0,"30E0",".",210,"M",NA,NA,2,1,72,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,21
"13274","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","MB29",117,2009,"W",127146,0,"30E0",".",220,"M",NA,NA,2,1,79,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,22
"13275","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","MB29",117,2009,"W",127146,0,"30E0",".",240,"M",NA,NA,3,1,113,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,24
"13276","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","MB29",117,2009,"W",127146,0,"30E0",".",250,"M",NA,NA,5,1,125,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,25
"13277","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","MB29",117,2009,"W",127146,0,"30E0",".",260,"M",NA,NA,4,1,134,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,26
"13278","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","MB29",117,2009,"W",127146,0,"30E0",".",260,"F",NA,NA,4,1,144,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,26
"13279","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","MB29",117,2009,"W",127146,0,"30E0",".",270,"M",NA,NA,NA,1,152,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,27
"13280","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","MB29",117,2009,"W",127146,0,"30E0",".",280,"M",NA,NA,4,1,169,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,28
"13281","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","MB29",117,2009,"W",127146,0,"30E0",".",290,"F",NA,NA,4,1,193,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,29
"13282","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","MB29",117,2009,"W",127146,0,"30E0",".",300,"F",NA,NA,4,1,202,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,30
"13283","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","MB29",117,2009,"W",127146,0,"30E0",".",310,"F",NA,NA,5,1,210,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,31
"13284","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","MB29",117,2009,"W",127146,0,"30E0",".",330,"F",NA,NA,5,1,263,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,33
"13285","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","MB29",117,2009,"W",127146,0,"30E0",".",340,"F",NA,NA,7,1,324,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,34
"13286","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","MB29",117,2009,"W",127146,0,"30E0",".",350,"F",NA,NA,5,1,336,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,35
"13287","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","MB29",117,2009,"W",127146,0,"30E0",".",360,"F",NA,NA,6,1,363,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,36
"13288","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","MB29",117,2009,"W",127146,0,"30E0",".",380,"F",NA,NA,7,1,453,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,38
"13289","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","MB29",117,2009,"W",127146,0,"30E0",".",460,"F",NA,NA,NA,1,898,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,46
"13290","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG54",116,2009,"W",127146,0,"30D9",".",170,"M",NA,NA,2,1,36,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,17
"13291","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG54",116,2009,"W",127146,0,"30D9",".",180,"M",NA,NA,2,1,36,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,18
"13292","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG54",116,2009,"W",127146,0,"30D9",".",180,"F",NA,NA,2,1,37,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,18
"13293","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG54",116,2009,"W",127146,0,"30D9",".",190,"M",NA,NA,2,1,46,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,19
"13294","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG54",116,2009,"W",127146,0,"30D9",".",190,"F",NA,NA,2,1,52,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,19
"13295","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG54",116,2009,"W",127146,0,"30D9",".",200,"M",NA,NA,2,1,67,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,20
"13296","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG54",116,2009,"W",127146,0,"30D9",".",210,"M",NA,NA,2,1,69,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,21
"13297","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG54",116,2009,"W",127146,0,"30D9",".",220,"M",NA,NA,3,1,75,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,22
"13298","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG54",116,2009,"W",127146,0,"30D9",".",230,"F",NA,NA,3,1,92,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,23
"13299","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG54",116,2009,"W",127146,0,"30D9",".",240,"M",NA,NA,3,1,107,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,24
"13300","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG54",116,2009,"W",127146,0,"30D9",".",240,"F",NA,NA,3,1,95,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,24
"13301","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG54",116,2009,"W",127146,0,"30D9",".",260,"M",NA,NA,NA,1,133,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,26
"13302","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG54",116,2009,"W",127146,0,"30D9",".",270,"M",NA,NA,4,1,151,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,27
"13303","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG54",116,2009,"W",127146,0,"30D9",".",270,"F",NA,NA,4,1,147,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,27
"13304","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG54",116,2009,"W",127146,0,"30D9",".",300,"F",NA,NA,5,1,208,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,30
"13305","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG54",116,2009,"W",127146,0,"30D9",".",310,"F",NA,NA,4,1,206,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,31
"13306","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG54",116,2009,"W",127146,0,"30D9",".",320,"F",NA,NA,4,1,250,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,32
"13307","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG54",116,2009,"W",127146,0,"30D9",".",340,"F",NA,NA,6,1,328,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,34
"13308","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG54",116,2009,"W",127146,0,"30D9",".",350,"F",NA,NA,5,1,362,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,35
"13309","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG54",116,2009,"W",127146,0,"30D9",".",430,"F",NA,NA,8,1,711,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,43
"13310","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG161",74,2010,"W",127146,0,"29E0",".",80,"M",NA,NA,0,1,4,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,8
"13311","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG161",74,2010,"W",127146,0,"29E0",".",100,"M",NA,NA,0,1,9,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,10
"13312","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG161",74,2010,"W",127146,0,"29E0",".",160,"M",NA,NA,2,1,34,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,16
"13313","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG161",74,2010,"W",127146,0,"29E0",".",190,"M",NA,NA,3,1,50,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,19
"13314","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG161",74,2010,"W",127146,0,"29E0",".",190,"F",NA,NA,2,1,48,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,19
"13315","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG161",74,2010,"W",127146,0,"29E0",".",200,"M",NA,NA,2,1,61,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,20
"13316","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG161",74,2010,"W",127146,0,"29E0",".",210,"M",NA,NA,3,1,64,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,21
"13317","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG161",74,2010,"W",127146,0,"29E0",".",220,"M",NA,NA,2,1,77,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,22
"13318","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG161",74,2010,"W",127146,0,"29E0",".",220,"F",NA,NA,3,1,79,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,22
"13319","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG161",74,2010,"W",127146,0,"29E0",".",230,"M",NA,NA,3,1,92,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,23
"13320","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG161",74,2010,"W",127146,0,"29E0",".",230,"F",NA,NA,2,1,77,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,23
"13321","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG161",74,2010,"W",127146,0,"29E0",".",240,"F",NA,NA,2,1,87,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,24
"13322","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG161",74,2010,"W",127146,0,"29E0",".",250,"F",NA,NA,2,1,124,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,25
"13323","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG161",74,2010,"W",127146,0,"29E0",".",260,"F",NA,NA,3,1,126,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,26
"13324","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG161",74,2010,"W",127146,0,"29E0",".",290,"F",NA,NA,3,1,174,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,29
"13325","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG161",74,2010,"W",127146,0,"29E0",".",310,"F",NA,NA,4,1,198,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,31
"13326","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG30",71,2010,"W",127146,0,"29D9",".",90,"F",NA,NA,0,1,6,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,9
"13327","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG30",71,2010,"W",127146,0,"29D9",".",140,"M",NA,NA,2,1,18,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,14
"13328","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG30",71,2010,"W",127146,0,"29D9",".",150,"F",NA,NA,2,1,24,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,15
"13329","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG30",71,2010,"W",127146,0,"29D9",".",160,"M",NA,NA,2,1,29,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,16
"13330","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG30",71,2010,"W",127146,0,"29D9",".",160,"F",NA,NA,2,1,29,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,16
"13331","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG30",71,2010,"W",127146,0,"29D9",".",170,"M",NA,NA,2,1,31,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,17
"13332","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG30",71,2010,"W",127146,0,"29D9",".",170,"F",NA,NA,2,1,34,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,17
"13333","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG30",71,2010,"W",127146,0,"29D9",".",180,"F",NA,NA,2,1,41,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,18
"13334","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG30",71,2010,"W",127146,0,"29D9",".",190,"M",NA,NA,2,1,48,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,19
"13335","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG30",71,2010,"W",127146,0,"29D9",".",200,"M",NA,NA,2,1,60,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,20
"13336","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG30",71,2010,"W",127146,0,"29D9",".",220,"M",NA,NA,2,1,80,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,22
"13337","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG30",71,2010,"W",127146,0,"29D9",".",220,"F",NA,NA,3,1,81,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,22
"13338","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG30",71,2010,"W",127146,0,"29D9",".",230,"M",NA,NA,3,1,86,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,23
"13339","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG30",71,2010,"W",127146,0,"29D9",".",230,"F",NA,NA,3,1,83,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,23
"13340","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG30",71,2010,"W",127146,0,"29D9",".",240,"M",NA,NA,3,1,94,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,24
"13341","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG30",71,2010,"W",127146,0,"29D9",".",240,"F",NA,NA,3,1,100,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,24
"13342","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG30",71,2010,"W",127146,0,"29D9",".",270,"F",NA,NA,4,1,133,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,27
"13343","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG30",71,2010,"W",127146,0,"29D9",".",280,"F",NA,NA,4,1,161,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,28
"13344","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG30",71,2010,"W",127146,0,"29D9",".",310,"F",NA,NA,6,1,233,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,31
"13345","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG30",71,2010,"W",127146,0,"29D9",".",330,"F",NA,NA,5,1,278,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,33
"13346","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG30",71,2010,"W",127146,0,"29D9",".",340,"F",NA,NA,7,1,334,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,34
"13347","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG30",71,2010,"W",127146,0,"29D9",".",410,"F",NA,NA,9,1,605,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,41
"13348","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","CC431",76,2010,"W",127146,0,"29E0",".",150,"M",NA,NA,2,1,27,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,15
"13349","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","CC431",76,2010,"W",127146,0,"29E0",".",160,"M",NA,NA,2,1,32,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,16
"13350","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","CC431",76,2010,"W",127146,0,"29E0",".",170,"M",NA,NA,2,1,33,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,17
"13351","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","CC431",76,2010,"W",127146,0,"29E0",".",170,"F",NA,NA,2,1,40,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,17
"13352","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","CC431",76,2010,"W",127146,0,"29E0",".",180,"F",NA,NA,2,1,40,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,18
"13353","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","CC431",76,2010,"W",127146,0,"29E0",".",210,"M",NA,NA,3,1,70,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,21
"13354","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","CC431",76,2010,"W",127146,0,"29E0",".",220,"M",NA,NA,3,1,83,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,22
"13355","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","CC431",76,2010,"W",127146,0,"29E0",".",240,"F",NA,NA,3,1,105,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,24
"13356","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","CC431",76,2010,"W",127146,0,"29E0",".",250,"M",NA,NA,3,1,122,NA,NA,NA,NA,NA,NA,NA,NA,20190723,127146,25
