"","RecordType","Survey","Quarter","Country","Ship","Gear","SweepLngt","GearEx","DoorType","StNo","HaulNo","Year","SpecCodeType","SpecCode","AreaType","AreaCode","LngtCode","LngtClass","Sex","Maturity","PlusGr","Age","CANoAtLngt","IndWgt","FishID","GenSamp","StomSamp","AgeSource","AgePrepMet","OtGrading","ParSamp","MaturityScale","DateofCalculation","Valid_Aphia","LngtClassCm"
"8855","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","96",110,2005,"W",127146,13,"36D8",".",180,"M",NA,NA,2,1,41,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,18
"8856","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","96",110,2005,"W",127146,13,"36D8",".",190,"M",NA,NA,3,1,38,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,19
"8857","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","96",110,2005,"W",127146,13,"36D8",".",200,"F",NA,NA,3,1,55,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,20
"8858","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","96",110,2005,"W",127146,13,"36D8",".",210,"M",NA,NA,2,1,61,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,21
"8859","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","96",110,2005,"W",127146,13,"36D8",".",220,"M",NA,NA,4,1,77,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,22
"8860","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","96",110,2005,"W",127146,13,"36D8",".",230,"M",NA,NA,3,1,83,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,23
"8861","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","96",110,2005,"W",127146,13,"36D8",".",230,"F",NA,NA,4,1,71,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,23
"8862","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","96",110,2005,"W",127146,13,"36D8",".",240,"F",NA,NA,3,1,77,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,24
"8863","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","96",110,2005,"W",127146,13,"36D8",".",270,"F",NA,NA,5,1,129,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,27
"8864","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG82",105,2005,"W",127146,13,"36D9",".",190,"F",NA,NA,3,1,50,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,19
"8865","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG82",105,2005,"W",127146,13,"36D9",".",230,"F",NA,NA,2,1,94,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,23
"8866","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG82",105,2005,"W",127146,13,"36D9",".",240,"M",NA,NA,3,1,96,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,24
"8867","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG82",105,2005,"W",127146,13,"36D9",".",240,"M",NA,NA,4,1,98,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,24
"8868","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG82",105,2005,"W",127146,13,"36D9",".",240,"M",NA,NA,5,1,97,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,24
"8869","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG82",105,2005,"W",127146,13,"36D9",".",250,"M",NA,NA,5,1,113,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,25
"8870","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG82",105,2005,"W",127146,13,"36D9",".",250,"M",NA,NA,6,1,109,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,25
"8871","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG82",105,2005,"W",127146,13,"36D9",".",260,"M",NA,NA,6,1,116,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,26
"8872","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG82",105,2005,"W",127146,13,"36D9",".",280,"M",NA,NA,7,1,139,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,28
"8873","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG82",105,2005,"W",127146,13,"36D9",".",300,"F",NA,NA,5,1,187,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,30
"8874","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG28",88,2005,"W",127146,13,"32D8",".",190,"F",NA,NA,3,1,51,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,19
"8875","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG28",88,2005,"W",127146,13,"32D8",".",260,"F",NA,NA,5,1,120,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,26
"8876","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG28",88,2005,"W",127146,13,"32D8",".",280,"F",NA,NA,5,1,152,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,28
"8877","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG28",88,2005,"W",127146,13,"32D8",".",280,"F",NA,NA,6,1,163,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,28
"8878","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG28",88,2005,"W",127146,13,"32D8",".",310,"F",NA,NA,5,1,192,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,31
"8879","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG28",88,2005,"W",127146,13,"32D8",".",320,"F",NA,NA,5,1,223,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,32
"8880","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG28",88,2005,"W",127146,13,"32D8",".",320,"F",NA,NA,6,1,255,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,32
"8881","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG28",88,2005,"W",127146,13,"32D8",".",440,"F",NA,NA,8,1,684,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,44
"8882","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG18",18,2005,"W",127146,13,"32E2",".",350,"F",NA,NA,5,1,380,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,35
"8883","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG18",18,2005,"W",127146,13,"32E2",".",390,"F",NA,NA,6,1,537,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,39
"8884","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG23A",27,2005,"W",127146,13,"32E3",".",220,"F",NA,NA,1,1,81,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,22
"8885","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG52",43,2005,"W",127146,13,"31E1",".",140,"F",NA,NA,1,1,24,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,14
"8886","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG52",43,2005,"W",127146,13,"31E1",".",160,"F",NA,NA,1,1,32,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,16
"8887","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG52",43,2005,"W",127146,13,"31E1",".",190,"M",NA,NA,2,1,49,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,19
"8888","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG52",43,2005,"W",127146,13,"31E1",".",190,"F",NA,NA,1,1,51,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,19
"8889","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG52",43,2005,"W",127146,13,"31E1",".",230,"M",NA,NA,2,1,110,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,23
"8890","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG52",43,2005,"W",127146,13,"31E1",".",270,"M",NA,NA,5,1,160,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,27
"8891","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG52",43,2005,"W",127146,13,"31E1",".",300,"M",NA,NA,7,1,213,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,30
"8892","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG52",43,2005,"W",127146,13,"31E1",".",380,"F",NA,NA,6,1,376,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,38
"8893","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG52",43,2005,"W",127146,13,"31E1",".",390,"F",NA,NA,6,1,425,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,39
"8894","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG52",43,2005,"W",127146,13,"31E1",".",460,"F",NA,NA,6,1,730,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,46
"8895","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","64",40,2005,"W",127146,13,"31E1",".",150,"M",NA,NA,1,1,27,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,15
"8896","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","64",40,2005,"W",127146,13,"31E1",".",180,"M",NA,NA,2,1,47,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,18
"8897","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","64",40,2005,"W",127146,13,"31E1",".",230,"M",NA,NA,2,1,92,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,23
"8898","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","64",40,2005,"W",127146,13,"31E1",".",250,"F",NA,NA,3,1,111,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,25
"8899","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","64",40,2005,"W",127146,13,"31E1",".",270,"F",NA,NA,4,1,137,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,27
"8900","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","64",40,2005,"W",127146,13,"31E1",".",300,"F",NA,NA,5,1,205,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,30
"8901","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","64",40,2005,"W",127146,13,"31E1",".",320,"F",NA,NA,3,1,220,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,32
"8902","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","64",40,2005,"W",127146,13,"31E1",".",330,"F",NA,NA,5,1,245,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,33
"8903","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG15",35,2005,"W",127146,13,"31E2",".",290,"M",NA,NA,4,1,197,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,29
"8904","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG15",35,2005,"W",127146,13,"31E2",".",290,"F",NA,NA,4,1,200,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,29
"8905","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG61",63,2005,"W",127146,13,"29D9",".",90,"M",NA,NA,0,1,6,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,9
"8906","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG61",63,2005,"W",127146,13,"29D9",".",140,"M",NA,NA,1,1,19,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,14
"8907","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG61",63,2005,"W",127146,13,"29D9",".",150,"M",NA,NA,1,1,27,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,15
"8908","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG61",63,2005,"W",127146,13,"29D9",".",160,"M",NA,NA,2,1,32,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,16
"8909","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG61",63,2005,"W",127146,13,"29D9",".",170,"M",NA,NA,1,1,34,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,17
"8910","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG61",63,2005,"W",127146,13,"29D9",".",180,"M",NA,NA,2,1,46,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,18
"8911","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG61",63,2005,"W",127146,13,"29D9",".",190,"M",NA,NA,1,1,47,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,19
"8912","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG61",63,2005,"W",127146,13,"29D9",".",200,"M",NA,NA,2,1,60,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,20
"8913","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG61",63,2005,"W",127146,13,"29D9",".",210,"M",NA,NA,2,1,62,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,21
"8914","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG61",63,2005,"W",127146,13,"29D9",".",210,"F",NA,NA,1,1,61,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,21
"8915","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG61",63,2005,"W",127146,13,"29D9",".",230,"M",NA,NA,3,1,85,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,23
"8916","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG61",63,2005,"W",127146,13,"29D9",".",230,"F",NA,NA,2,1,86,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,23
"8917","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG61",63,2005,"W",127146,13,"29D9",".",240,"F",NA,NA,2,1,89,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,24
"8918","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG61",63,2005,"W",127146,13,"29D9",".",250,"F",NA,NA,2,1,112,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,25
"8919","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG61",63,2005,"W",127146,13,"29D9",".",270,"F",NA,NA,3,1,145,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,27
"8920","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG61",63,2005,"W",127146,13,"29D9",".",280,"F",NA,NA,3,1,152,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,28
"8921","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG61",63,2005,"W",127146,13,"29D9",".",350,"F",NA,NA,7,1,350,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,35
"8922","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG30",67,2005,"W",127146,13,"29D9",".",160,"M",NA,NA,1,1,28,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,16
"8923","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG30",67,2005,"W",127146,13,"29D9",".",160,"M",NA,NA,1,1,32,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,16
"8924","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG30",67,2005,"W",127146,13,"29D9",".",170,"M",NA,NA,2,1,39,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,17
"8925","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG30",67,2005,"W",127146,13,"29D9",".",180,"M",NA,NA,2,1,42,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,18
"8926","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG30",67,2005,"W",127146,13,"29D9",".",180,"M",NA,NA,2,1,46,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,18
"8927","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG30",67,2005,"W",127146,13,"29D9",".",190,"M",NA,NA,2,1,52,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,19
"8928","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG30",67,2005,"W",127146,13,"29D9",".",200,"M",NA,NA,2,1,63,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,20
"8929","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG30",67,2005,"W",127146,13,"29D9",".",210,"M",NA,NA,4,1,68,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,21
"8930","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG30",67,2005,"W",127146,13,"29D9",".",210,"F",NA,NA,2,1,69,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,21
"8931","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG30",67,2005,"W",127146,13,"29D9",".",210,"F",NA,NA,2,1,73,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,21
"8932","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG30",67,2005,"W",127146,13,"29D9",".",220,"M",NA,NA,2,1,85,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,22
"8933","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG54",52,2005,"W",127146,13,"30D9",".",170,"M",NA,NA,1,1,26,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,17
"8934","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG54",52,2005,"W",127146,13,"30D9",".",190,"M",NA,NA,1,1,48,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,19
"8935","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG54",52,2005,"W",127146,13,"30D9",".",190,"F",NA,NA,1,1,48,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,19
"8936","CA","IE-IGFS",4,"IE","45CE","GOV",55,"S","P","53A",16,2005,"W",127146,13,"32E1",".",320,"F",NA,NA,4,1,276,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,32
"8937","CA","IE-IGFS",4,"IE","45CE","GOV",55,"S","P","53A",16,2005,"W",127146,13,"32E1",".",330,"F",NA,NA,4,1,315,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,33
"8938","CA","IE-IGFS",4,"IE","45CE","GOV",55,"S","P","53A",16,2005,"W",127146,13,"32E1",".",350,"F",NA,NA,6,1,320,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,35
"8939","CA","IE-IGFS",4,"IE","45CE","GOV",55,"S","P","53A",16,2005,"W",127146,13,"32E1",".",390,"F",NA,NA,7,1,548,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,39
"8940","CA","IE-IGFS",4,"IE","45CE","GOV",55,"S","P","53A",16,2005,"W",127146,13,"32E1",".",410,"F",NA,NA,8,1,511,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,41
"8941","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","42",75,2005,"W",127146,13,"32D9",".",170,"F",NA,NA,1,1,35,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,17
"8942","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","42",75,2005,"W",127146,13,"32D9",".",220,"F",NA,NA,2,1,85,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,22
"8943","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG68",85,2005,"W",127146,13,"32D9",".",150,"M",NA,NA,1,1,29,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,15
"8944","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG68",85,2005,"W",127146,13,"32D9",".",160,"M",NA,NA,1,1,-9,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,16
"8945","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG68",85,2005,"W",127146,13,"32D9",".",160,"M",NA,NA,1,1,31,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,16
"8946","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG68",85,2005,"W",127146,13,"32D9",".",160,"M",NA,NA,1,1,34,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,16
"8947","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG68",85,2005,"W",127146,13,"32D9",".",160,"F",NA,NA,1,1,32,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,16
"8948","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG68",85,2005,"W",127146,13,"32D9",".",170,"M",NA,NA,1,1,37,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,17
"8949","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG68",85,2005,"W",127146,13,"32D9",".",170,"M",NA,NA,1,1,39,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,17
"8950","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG68",85,2005,"W",127146,13,"32D9",".",170,"M",NA,NA,1,1,41,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,17
"8951","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG68",85,2005,"W",127146,13,"32D9",".",190,"M",NA,NA,1,1,62,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,19
"8952","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG68",85,2005,"W",127146,13,"32D9",".",200,"M",NA,NA,3,1,64,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,20
"8953","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG68",85,2005,"W",127146,13,"32D9",".",200,"F",NA,NA,1,1,56,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,20
"8954","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG68",85,2005,"W",127146,13,"32D9",".",220,"F",NA,NA,2,1,82,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,22
"8955","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG68",85,2005,"W",127146,13,"32D9",".",230,"F",NA,NA,2,1,87,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,23
"8956","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG68",85,2005,"W",127146,13,"32D9",".",230,"F",NA,NA,3,1,94,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,23
"8957","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG68",85,2005,"W",127146,13,"32D9",".",340,"F",NA,NA,5,1,308,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,34
"8958","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG67",86,2005,"W",127146,13,"32D9",".",80,"M",NA,NA,0,1,6,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,8
"8959","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG67",86,2005,"W",127146,13,"32D9",".",250,"M",NA,NA,3,1,121,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,25
"8960","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG67",86,2005,"W",127146,13,"32D9",".",280,"F",NA,NA,5,1,140,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,28
"8961","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG67",86,2005,"W",127146,13,"32D9",".",290,"F",NA,NA,5,1,208,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,29
"8962","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG67",86,2005,"W",127146,13,"32D9",".",480,"F",NA,NA,8,1,908,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,48
"8963","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG71",90,2005,"W",127146,13,"32D8",".",130,"M",NA,NA,0,1,18,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,13
"8964","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG71",90,2005,"W",127146,13,"32D8",".",140,"M",NA,NA,1,1,19,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,14
"8965","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG71",90,2005,"W",127146,13,"32D8",".",140,"M",NA,NA,1,1,20,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,14
"8966","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG71",90,2005,"W",127146,13,"32D8",".",140,"M",NA,NA,1,1,22,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,14
"8967","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG71",90,2005,"W",127146,13,"32D8",".",150,"M",NA,NA,1,1,27,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,15
"8968","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG71",90,2005,"W",127146,13,"32D8",".",170,"M",NA,NA,1,1,39,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,17
"8969","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG71",90,2005,"W",127146,13,"32D8",".",190,"F",NA,NA,3,1,49,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,19
"8970","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG71",90,2005,"W",127146,13,"32D8",".",200,"F",NA,NA,5,1,52,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,20
"8971","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG71",90,2005,"W",127146,13,"32D8",".",210,"F",NA,NA,6,1,61,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,21
"8972","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG71",90,2005,"W",127146,13,"32D8",".",210,"F",NA,NA,6,1,64,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,21
"8973","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG71",90,2005,"W",127146,13,"32D8",".",220,"F",NA,NA,4,1,76,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,22
"8974","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG71",90,2005,"W",127146,13,"32D8",".",230,"F",NA,NA,4,1,87,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,23
"8975","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG71",90,2005,"W",127146,13,"32D8",".",260,"F",NA,NA,5,1,120,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,26
"8976","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG71",90,2005,"W",127146,13,"32D8",".",290,"M",NA,NA,5,1,165,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,29
"8977","CA","IE-IGFS",4,"IE","45CE","GOV",110,"S","P","FG71",90,2005,"W",127146,13,"32D8",".",290,"F",NA,NA,6,1,154,NA,NA,NA,"otolith",NA,NA,NA,NA,20210524,127146,29
